,name,Country,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,HB_mean_score,HB_std,HB_count,HB_D_mean_score,HB_D_std,HB_E_mean_score,HB_E_std,HB_rank,PB_mean_score,PB_std,PB_count,PB_D_mean_score,PB_D_std,PB_E_mean_score,PB_E_std,PB_rank,PH_mean_score,PH_std,PH_count,PH_D_mean_score,PH_D_std,PH_E_mean_score,PH_E_std,PH_rank,SR_mean_score,SR_std,SR_count,SR_D_mean_score,SR_D_std,SR_E_mean_score,SR_E_std,SR_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
8,ADAM DOBROVITZ,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,1.0,4.0,0.0,6.4,0.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,1.0,4.9,0.0,7.9,0.0,304.0,13.72,0.53,2.0,5.2,0.0,8.68,0.32,282.5,1.6,36.92,4.0,3,12.66
297,FRANCISCO BARRETTO,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,1.0,5.5,0.0,6.9,0.0,328.5,12.55,0.0,1.0,5.8,0.0,6.75,0.0,420.0,11.9,0.0,1.0,5.1,0.0,6.8,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,36.85,3.0,3,12.28
452,JORDEN OCONNELL-INNS,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,1.15,2.0,3.85,0.35,7.57,0.8,553.0,12.48,0.52,3.0,4.4,0.0,8.08,0.52,440.0,12.88,0.71,3.0,5.5,0.17,7.38,0.54,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,36.78,8.0,3,12.36
353,HOUSSEM EDDINE HAMADOUCHE,ALG,12.33,0.0,1.0,5.1,0.0,7.23,0.0,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,1.0,4.2,0.0,7.43,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.19,2.0,4.4,0.57,8.45,0.45,594.0,0.56,36.760000000000005,4.0,3,12.39
344,HASAN BULUT,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,1.27,4.0,4.32,0.24,7.65,1.06,447.0,13.03,0.91,3.0,4.77,0.4,8.27,0.51,291.0,11.7,1.47,5.0,5.04,0.19,6.66,1.32,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,36.7,12.0,3,12.12
264,ETHAN THOMAS,USA,12.85,0.0,1.0,5.0,0.0,7.95,0.0,334.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.0,1.0,3.9,0.0,6.75,0.0,650.0,13.2,0.0,1.0,4.0,0.0,9.2,0.0,489.0,1.38,36.7,3.0,3,12.23
18,AGUST DAVIDSSON,ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,0.0,1.0,3.2,0.0,7.97,0.0,585.5,12.87,0.0,1.0,4.4,0.0,8.47,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,0.15,2.0,4.55,0.21,8.09,0.06,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,36.68,4.0,3,12.33
95,AUGUSTO MORETO LOZANO,PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,0.0,1.0,4.8,0.0,7.13,0.0,461.5,13.1,0.0,1.0,5.1,0.0,8.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.0,1.0,4.3,0.0,7.33,0.0,573.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,36.660000000000004,3.0,3,12.22
714,NOAH SANO,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,0.6,3.0,4.83,0.23,7.48,0.4,478.0,11.7,1.61,3.0,5.03,0.15,6.67,1.48,420.0,12.45,0.17,3.0,4.47,0.06,7.98,0.12,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,36.47,9.0,3,12.16
937,WEI SHENG TSENG,TPE,12.9,0.0,1.0,5.0,0.0,8.1,0.0,314.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,1.0,4.9,0.0,4.73,0.0,685.5,14.09,0.49,37.0,5.45,0.2,8.73,0.47,120.0,0.92,36.32,39.0,3,13.94
273,EYAL INDIG,ISR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,1.0,4.6,0.0,6.9,0.0,544.5,11.3,0.0,1.0,4.5,0.0,6.8,0.0,618.5,13.48,0.8,8.0,5.76,0.34,7.72,0.51,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,36.28,10.0,3,13.06
703,NIILA SINIVUORI,FIN,12.25,1.57,3.0,5.3,0.1,7.18,1.76,512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,1.0,4.0,0.0,6.9,0.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.08,3.0,4.13,1.15,9.0,0.05,524.5,1.36,36.25,7.0,3,12.42
276,FABIAN LUNA,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.0,1.0,4.7,0.0,5.27,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,1.0,5.5,0.0,7.17,0.0,348.0,13.49,0.42,3.0,5.2,0.0,8.36,0.48,385.0,1.55,36.13,5.0,3,12.62
321,GEORGIOS KELESIDIS,GRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,4.4,0.0,7.6,0.0,443.0,12.33,0.0,1.0,4.4,0.0,7.93,0.0,474.5,11.8,0.57,2.0,5.15,0.07,6.65,0.49,396.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,36.129999999999995,4.0,3,11.98
508,KEVIN ESPINOSA,PAN,9.91,0.62,2.0,3.7,0.14,6.21,0.48,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79,0.79,2.0,3.5,0.14,6.29,0.65,686.0,2.27,0.0,1.0,1.6,0.0,6.67,0.0,706.0,3.53,0.0,1.0,1.8,0.0,6.03,0.0,700.0,10.6,0.0,1.0,2.4,0.0,8.3,0.0,672.0,3.52,36.1,7.0,5,7.97
888,TEPPEI MIWA,JPN,11.07,0.0,1.0,4.9,0.0,6.57,0.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,1.0,5.1,0.0,6.6,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,1.0,5.4,0.0,7.8,0.0,158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,35.97,3.0,3,11.99
441,JOEL CATARINO,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,1.0,4.3,0.0,8.37,0.0,245.5,11.2,0.0,1.0,3.9,0.0,7.3,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,4.4,0.0,7.6,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,35.87,3.0,3,11.96
965,YOHENDRY VILLAVERDE,CUB,9.95,3.75,4.0,4.72,1.15,6.35,1.82,711.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,0.57,4.0,4.4,0.81,7.53,0.36,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,0.56,10.0,5.2,0.0,8.8,0.56,166.0,2.35,35.82,18.0,3,12.61
444,JOHN IVAN CRUZ,PHI,12.9,1.3,3.0,5.5,0.2,7.4,1.27,314.5,11.18,0.35,2.0,3.2,0.42,7.98,0.78,581.0,11.7,0.0,1.0,3.7,0.0,8.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,35.78,6.0,3,12.13
840,SATYAJIT MONDAL,IND,9.87,2.17,3.0,4.73,0.5,5.34,2.23,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,1.0,4.3,0.0,7.83,0.0,489.0,13.73,0.36,8.0,5.15,0.14,8.63,0.26,280.0,1.98,35.730000000000004,12.0,3,12.63
834,SANDY HARDIMAN,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,1.0,4.7,0.0,6.6,0.0,618.5,11.35,0.0,1.0,4.5,0.0,6.85,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.05,0.0,1.0,4.4,0.0,8.75,0.0,537.5,1.0,35.7,3.0,3,11.9
660,MOHAMED KHALIL,SYR,12.07,0.0,1.0,4.3,0.0,7.77,0.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,1.0,4.0,0.0,7.97,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.05,2.0,2.8,0.0,8.67,0.05,667.0,0.32,35.51,4.0,3,11.74
160,CHRISTIAN MARSH,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,1.0,4.3,0.0,8.2,0.0,434.0,10.45,0.0,1.0,4.2,0.0,6.25,0.0,589.5,12.4,0.0,1.0,4.0,0.0,8.4,0.0,415.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,35.35,3.0,3,11.78
397,JAFFAR AL SAYIGH,KSA,11.23,0.0,1.0,4.3,0.0,6.93,0.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,0.0,1.0,3.8,0.0,7.63,0.0,598.0,12.68,0.31,2.0,5.0,0.28,7.78,0.02,613.0,0.8,35.34,4.0,3,12.0
942,WILFRY MANUEL CONTRERAS,DOM,12.93,0.0,1.0,5.1,0.0,7.83,0.0,305.5,10.23,0.0,1.0,3.3,0.0,6.93,0.0,647.5,11.9,0.0,1.0,4.3,0.0,7.6,0.0,548.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,35.06,3.0,3,11.69
803,RON PYATOV,ISR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.14,2.0,4.6,0.0,6.5,0.14,595.0,10.97,0.0,1.0,5.4,0.0,5.57,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.14,2.0,4.2,0.0,8.7,0.14,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,34.97,5.0,3,11.79
12,ADDYSON CHELADYN,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0.0,1.0,4.8,0.0,7.75,0.0,281.5,10.0,0.0,1.0,4.3,0.0,5.7,0.0,680.5,12.4,0.0,1.0,3.8,0.0,8.6,0.0,262.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,34.95,3.0,3,11.65
52,ALONSO PEREZ TORRES,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,1.0,4.2,0.0,7.77,0.0,365.0,10.83,0.0,1.0,3.5,0.0,7.33,0.0,640.5,11.9,0.0,1.0,4.8,0.0,7.4,0.0,656.0,0.64,34.7,3.0,3,11.57
368,ILARI HUOVINEN,FIN,9.85,0.0,1.0,4.9,0.0,5.45,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,1.0,3.5,0.0,8.05,0.0,584.5,13.23,0.11,2.0,4.2,0.28,9.07,0.32,484.0,1.62,34.629999999999995,4.0,3,11.96
363,IGNACIO CAMPOS,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,1.0,3.5,0.0,8.4,0.0,472.5,11.27,0.0,1.0,4.9,0.0,6.37,0.0,621.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,1.0,4.1,0.0,7.3,0.0,599.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,34.57,3.0,3,11.52
411,JANN TIMBANG,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.03,0.0,1.0,3.9,0.0,7.13,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,1.0,4.8,0.0,7.0,0.0,396.5,11.7,0.0,1.0,4.0,0.0,7.7,0.0,565.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,34.53,3.0,3,11.51
679,NATE WARREN,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,0.0,1.0,4.1,0.0,5.85,0.0,658.5,10.8,0.0,1.0,3.9,0.0,6.9,0.0,661.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,0.0,1.0,5.1,0.0,8.05,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,33.9,3.0,3,11.3
674,NABIL ZOUHAIR,MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.32,2.0,4.1,0.0,7.3,1.32,558.0,11.12,1.48,2.0,4.2,0.0,6.92,1.48,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,1.0,3.7,0.0,7.4,0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,33.62,5.0,3,11.23
76,ARIAN LEON PRADO,PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,1.0,4.0,0.0,7.07,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0.0,1.0,4.1,0.0,7.77,0.0,545.0,10.57,0.0,1.0,2.8,0.0,8.07,0.0,673.0,0.66,33.51,3.0,3,11.17
649,MIKHAIL HAZIQ,SIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,0.0,1.0,3.3,0.0,7.47,0.0,625.0,11.93,0.0,1.0,3.0,0.0,8.93,0.0,544.0,10.77,0.0,1.0,4.6,0.0,6.17,0.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,33.47,3.0,3,11.16
844,SENNE SPYCKERELLE,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,0.0,1.0,4.7,0.0,7.25,0.0,455.5,9.25,0.0,1.0,5.0,0.0,4.25,0.0,688.0,11.85,0.0,1.0,4.8,0.0,7.05,0.0,384.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,33.05,3.0,3,11.02
672,MYKOLA SYNIUKHIN,UKR,11.2,0.0,1.0,5.1,0.0,6.1,0.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.0,1.0,5.0,0.0,7.85,0.0,344.0,8.9,0.0,1.0,4.2,0.0,4.7,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,32.949999999999996,3.0,3,10.98
299,FRANCO GUTIERREZ,ARG,11.55,0.0,1.0,4.3,0.0,7.55,0.0,623.5,10.55,0.0,1.0,4.3,0.0,6.25,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,0.0,1.0,4.6,0.0,5.85,0.0,589.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,32.55,3.0,3,10.85
669,MUHAMMAD SYAKIR AIMAN SUBRI,MAS,10.93,0.0,1.0,3.7,0.0,7.23,0.0,677.0,11.13,0.0,1.0,2.6,0.0,8.53,0.0,589.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,1.0,2.7,0.0,7.03,0.0,628.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,31.790000000000003,3.0,3,10.6
2,ABDULAZIZ AL JOHANI,KSA,11.6,0.0,1.0,4.5,0.0,7.1,0.0,617.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,1.0,2.4,0.0,6.7,0.0,654.5,10.27,0.0,1.0,2.7,0.0,7.87,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,30.97,3.0,3,10.32
495,KAZUKI MINAMI,JPN,14.31,0.4,7.0,6.36,0.13,7.99,0.41,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,0.34,10.0,5.48,0.19,9.1,0.37,10.0,0.38,28.89,17.0,2,14.47
654,MINORI HARUKI,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,0.29,2.0,6.1,0.42,8.46,0.13,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32,0.45,2.0,6.1,0.0,8.22,0.45,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,28.880000000000003,4.0,2,14.44
521,KOGA HIRAMATSU,JPN,14.48,0.04,2.0,6.05,0.21,8.43,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21,0.06,2.0,5.7,0.0,8.51,0.06,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,28.69,4.0,2,14.34
859,SOICHIRO TANABE,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,0.04,2.0,5.8,0.0,8.32,0.04,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16,0.01,2.0,6.0,0.0,8.16,0.01,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,28.28,4.0,2,14.14
455,JORGE VEGA,CCS,13.8,0.0,1.0,5.5,0.0,8.3,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,0.68,4.0,5.2,0.0,8.74,0.68,169.0,0.59,27.740000000000002,5.0,2,13.91
420,JEAHWAN SHIN,KOR,13.5,0.0,1.0,5.3,0.0,8.2,0.0,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22,0.35,4.0,5.4,0.52,8.92,0.6,77.0,0.44,27.72,5.0,2,14.08
174,CONNOR MCCOOL,USA,14.01,0.4,7.0,5.94,0.18,8.07,0.31,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66,0.28,7.0,5.2,0.0,8.47,0.26,317.0,0.38,27.67,14.0,2,13.84
277,FABIÁN DE LUNA HERNÁNDEZ,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,0.09,2.0,5.7,0.0,7.73,0.09,117.0,14.17,0.0,2.0,5.2,0.0,8.97,0.0,88.0,0.43,27.6,4.0,2,13.8
96,AUREL BENOVIC,CRO,13.57,0.82,20.0,6.22,0.09,7.45,0.74,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.74,0.65,21.0,5.24,0.12,8.6,0.63,269.0,0.73,27.310000000000002,41.0,2,13.66
540,LEANDRE SAUVE,CAN,13.24,0.59,8.0,5.42,0.09,7.94,0.43,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.03,0.62,18.0,5.13,0.15,8.93,0.57,138.0,0.71,27.27,26.0,2,13.79
929,VINZENZ HOCK,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,0.66,2.0,4.55,0.07,8.28,0.73,210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.34,13.0,6.02,0.26,8.36,0.23,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,27.21,15.0,2,14.17
863,SPENCER GOODELL,USA,13.45,0.0,1.0,5.7,0.0,7.75,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,1.0,5.4,0.0,8.35,0.0,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,27.2,2.0,2,13.6
288,FILIP LIDBECK,SWE,13.5,0.65,4.0,5.7,0.0,7.9,0.55,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69,0.73,4.0,4.6,0.69,9.09,0.08,305.5,0.64,27.189999999999998,8.0,2,13.6
933,WAI HUNG SHEK,HKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.0,1.0,5.2,0.0,7.65,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.31,0.53,28.0,5.57,0.41,8.83,0.4,48.0,0.59,27.16,29.0,2,14.26
930,VINZENZ HÖCK,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,1.0,4.6,0.0,8.0,0.0,260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,0.32,13.0,5.94,0.2,8.4,0.29,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,26.939999999999998,14.0,2,14.22
456,JORGE VEGA LOPEZ,EAI,13.5,0.0,1.0,5.5,0.0,8.0,0.0,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,1.25,2.0,5.2,0.0,8.37,1.04,406.0,0.88,26.92,3.0,2,13.45
16,ADRIEL PERALES-VALENCIA,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,1.0,5.2,0.0,8.7,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.0,1.0,5.4,0.0,7.45,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,26.75,2.0,2,13.38
984,ZHILONG CHEN,CHN,13.02,0.64,2.0,6.1,0.0,7.07,0.42,272.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.35,2.0,5.6,0.57,8.23,0.71,308.0,0.57,26.7,4.0,2,13.35
559,LORIS FRANCESCO FRASCA,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,1.0,5.4,0.0,7.3,0.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,0.95,2.0,5.4,0.28,8.57,1.17,175.0,0.98,26.619999999999997,3.0,2,13.51
