,name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
12076,DAYEONG LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,qual,"doha, qatar",FX,9.0,5.3,7.467,,12.767
12077,DAYEONG LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,qual,"doha, qatar",UB,17.0,5.1,6.867,,11.967
12078,DAYEONG LEE,w,KOR,,2023 10th senior artistic gymnastics asian championships,qual,singapore,UB,6.0,5.0,8.133,,13.133
12079,DAYEONG LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,60.0,5.5,7.033,,12.533
12080,DAYEONG LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,33.0,5.5,7.633,,13.133
12081,DAYEONG LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,49.0,4.2,9.066,,13.266
12082,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,final,"chengdu, china",BB,6.0,4.7,7.7,,12.4
12083,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,qual,"chengdu, china",BB,7.0,4.7,8.066,,12.766000000000002
12084,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",BB,16.0,4.7,6.233,,10.933
12085,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,final,"chengdu, china",FX,6.0,4.9,7.466,,12.366
12086,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,qual,"chengdu, china",FX,10.0,5.0,7.7,0.3,12.4
12087,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",FX,6.0,4.9,7.333,,12.233
12088,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,qual,"chengdu, china",UB,25.0,4.9,6.5,,11.4
12089,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",UB,7.0,5.0,7.533,,12.533
12090,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,aafinal,"chengdu, china",VT,3.0,4.2,8.8,,13.0
12091,DAYEONG LEE,w,KOR,2023-08-01,2023 fisu world university games,qual,"chengdu, china",VT1,12.0,4.2,8.833,,13.033
12092,EUNJU LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,qual,"doha, qatar",BB,20.0,4.9,6.667,,11.567
12156,MAN CHING CASS LEE,w,HKG,,2022 koper world challenge cup,qual,"koper, slovenia",VT1,16.0,3.4,7.25,,10.65
12157,MAN CHING CASS LEE,w,HKG,,2022 osijek world challenge cup,qual,"osijek, croatia",BB,27.0,4.5,4.866,0.1,9.266
12158,MAN CHING CASS LEE,w,HKG,,2022 osijek world challenge cup,qual,"osijek, croatia",FX,30.0,3.2,6.066,0.3,8.966
12159,MAN CHING CASS LEE,w,HKG,,2022 osijek world challenge cup,qual,"osijek, croatia",VT1,22.0,3.4,8.4,,11.8
12160,MAN CHING CASS LEE,w,HKG,,2022 osijek world challenge cup,qual,"osijek, croatia",VT2,22.0,1.6,8.466,,10.066
12178,SUNISA LEE,w,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",BB,2.0,6.2,8.3,,14.5
12179,SUNISA LEE,w,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",VT,,4.2,9.3,,13.5
12180,SUNISA LEE,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",BB,,6.0,7.65,,13.65
12181,SUNISA LEE,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",BB,,5.8,8.4,,14.2
12182,SUNISA LEE,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",VT,,4.2,9.15,,13.35
12183,SUNISA LEE,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",VT,,4.2,9.2,,13.4
12184,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",BB,9.0,5.2,7.566,,12.766
12185,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",BB,25.0,5.2,7.533,,12.733
12186,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",FX,20.0,5.1,7.5,,12.6
12187,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,27.0,5.2,7.9,,13.1
12188,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",UB,17.0,6.3,6.766,,13.066
12189,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",UB,38.0,6.1,7.1,,13.2
12190,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,aafinal,"liverpool, england",VT,24.0,4.2,8.7,,12.9
12191,YUNSEO LEE,w,KOR,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,75.0,4.2,8.6,,12.8
12192,YUNSEO LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,final,"doha, qatar",BB,4.0,5.2,7.867,,13.067
12193,YUNSEO LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,qual,"doha, qatar",BB,5.0,5.4,7.733,,13.133
12194,YUNSEO LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,final,"doha, qatar",FX,3.0,5.2,8.067,,13.267
12195,YUNSEO LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,qual,"doha, qatar",FX,5.0,5.0,8.367,,13.367
12196,YUNSEO LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,final,"doha, qatar",UB,3.0,6.3,8.133,,14.433
12197,YUNSEO LEE,w,KOR,,2022 9th senior artistic gymnastics asian championships,qual,"doha, qatar",UB,3.0,6.3,8.0,,14.3
12198,YUNSEO LEE,w,KOR,,2023 10th senior artistic gymnastics asian championships,qual,singapore,BB,12.0,4.9,7.433,,12.333
12199,YUNSEO LEE,w,KOR,,2023 10th senior artistic gymnastics asian championships,qual,singapore,FX,3.0,5.1,8.066,,13.166
12200,YUNSEO LEE,w,KOR,,2023 10th senior artistic gymnastics asian championships,final,singapore,FX,6.0,5.2,7.333,,12.533
12201,YUNSEO LEE,w,KOR,,2023 10th senior artistic gymnastics asian championships,final,singapore,UB,2.0,6.2,8.0,,14.2
12202,YUNSEO LEE,w,KOR,,2023 10th senior artistic gymnastics asian championships,qual,singapore,UB,2.0,5.9,8.166,,14.066
12203,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,aafinal,"antwerp, belgium",BB,22.0,5.2,7.133,,12.333
12204,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",BB,36.0,5.4,7.366,,12.766
12205,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,aafinal,"antwerp, belgium",FX,13.0,5.3,7.6,,12.9
12206,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,28.0,5.3,7.7,,13.0
12207,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,aafinal,"antwerp, belgium",UB,9.0,6.1,7.666,,13.766
12208,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,22.0,6.0,7.633,,13.633
12209,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,aafinal,"antwerp, belgium",VT,24.0,4.2,8.533,,12.733
12210,YUNSEO LEE,w,KOR,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,48.0,4.6,8.7,,13.3
12223,MADELEN LEITNER,w,NOR,2022-08-11,2022 senior european championships,qual,"munich, germany",FX,84.0,4.0,7.4,0.1,11.3
12248,MILCA LEON,w,VEN,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",BB,137.0,4.6,5.066,,9.666
12249,MILCA LEON,w,VEN,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,113.0,4.2,7.6,0.1,11.7
12250,MILCA LEON,w,VEN,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",UB,90.0,4.9,6.866,,11.766
12251,MILCA LEON,w,VEN,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",VT1,117.0,3.6,8.6,,12.2
12252,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,aafinal,"san salvador, el salvador",BB,11.0,4.5,6.65,,11.15
12253,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,final,"san salvador, el salvador",BB,8.0,3.8,4.65,,8.45
12254,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",BB,4.0,4.5,7.5,,12.0
12255,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,aafinal,"san salvador, el salvador",FX,14.0,4.2,6.85,0.1,10.95
12256,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",FX,25.0,4.2,6.95,,11.15
12257,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,aafinal,"san salvador, el salvador",UB,8.0,4.6,7.3,,11.9
12258,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,final,"san salvador, el salvador",UB,7.0,4.6,7.4,,12.0
12259,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",UB,6.0,4.6,7.9,,12.5
12260,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,aafinal,"san salvador, el salvador",VT1,14.0,3.6,8.45,,12.05
12261,MILCA LEON,w,VEN,2023-06-24,2023 central american and caribbean games,qual,"san salvador, el salvador",VT1,21.0,3.6,8.8,,12.4
12262,MILCA LEON,w,VEN,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",BB,,4.5,5.1,,9.6
12263,MILCA LEON,w,VEN,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",FX,,4.4,6.567,,10.967
12264,MILCA LEON,w,VEN,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",UB,,4.6,6.133,,10.733
12265,MILCA LEON,w,VEN,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",VT,,3.6,8.433,,12.033
12341,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",BB,,4.9,8.15,,13.05
12342,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",BB,,5.0,7.25,,12.25
12343,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",FX,,4.6,7.5,,12.1
12344,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",FX,,4.6,7.35,0.1,11.85
12345,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",UB,,5.4,8.5,,13.9
12346,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",UB,,5.7,7.0,0.3,12.4
12347,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",VT,,4.2,8.95,,13.15
12348,MYLI LEW,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",VT,,4.2,9.0,,13.2
12349,MYLI LEW,w,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",UB,3.0,5.9,7.75,,13.65
12350,MYLI LEW,w,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",VT,,4.2,8.75,,12.95
12372,LUCY LEWIS,w,GBR,2022-03-24,2022 british gymnastics championships,final,"liverpool, england",UB,8.0,5.0,5.65,0.0,10.65
12373,LUCY LEWIS,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",UB,8.0,5.1,7.5,0.0,12.6
12374,LUCY LEWIS,w,GBR,2023-03-23,2023 british gymnastics championships,qual,"liverpool, england",BB,14.0,4.6,7.3,0.0,11.9
12375,LUCY LEWIS,w,GBR,2023-03-23,2023 british gymnastics championships,qual,"liverpool, england",FX,18.0,4.3,7.45,0.1,11.65
12376,LUCY LEWIS,w,GBR,2023-03-23,2023 british gymnastics championships,qual,"liverpool, england",UB,23.0,5.0,6.45,0.0,11.45
12401,YI CHUN LIAO,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",BB,40.0,5.3,7.4,,12.7
12402,YI CHUN LIAO,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,97.0,4.9,7.133,,12.033
12403,YI CHUN LIAO,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,118.0,4.9,6.6,,11.5
12404,YI CHUN LIAO,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,121.0,3.6,9.066,,12.666
12405,YI CHUN LIAO,w,TPE,,2023 10th senior artistic gymnastics asian championships,final,singapore,BB,7.0,4.9,6.933,,11.833
12406,YI CHUN LIAO,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,BB,9.0,4.9,7.766,,12.666
12407,YI CHUN LIAO,w,TPE,,2023 10th senior artistic gymnastics asian championships,final,singapore,FX,5.0,5.2,7.633,,12.833
12408,YI CHUN LIAO,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,FX,,5.0,8.033,,13.033
12409,YI CHUN LIAO,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,UB,16.0,4.9,7.166,,12.066
12410,YI CHUN LIAO,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,VT1,,3.4,8.533,,11.933
12442,KAITLYN LIM,w,SIN,,2023 10th senior artistic gymnastics asian championships,qual,singapore,BB,15.0,4.7,7.4,,12.1
12443,KAITLYN LIM,w,SIN,,2023 10th senior artistic gymnastics asian championships,qual,singapore,FX,33.0,4.1,7.333,,11.433
12444,KAITLYN LIM,w,SIN,,2023 10th senior artistic gymnastics asian championships,qual,singapore,UB,30.0,2.2,8.5,,10.7
12445,KAITLYN LIM,w,SIN,,2023 10th senior artistic gymnastics asian championships,qual,singapore,VT1,15.0,3.6,8.733,,12.333
12446,KAITLYN LIM,w,SIN,,2023 10th senior artistic gymnastics asian championships,qual,singapore,VT2,15.0,3.4,8.366,,11.766
12447,KAITLYN LIM,w,SGP,,birmingham 2022 commonwealth games,qual,"birmingham, england",BB,21.0,4.5,6.9,,11.4
12448,KAITLYN LIM,w,SGP,,birmingham 2022 commonwealth games,qual,"birmingham, england",FX,28.0,4.1,6.95,,11.05
12449,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,final,"hangzhou, china",BB,8.0,4.7,6.9,,11.6
12450,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",BB,11.0,4.8,7.666,,12.466
12451,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",BB,11.0,4.6,7.3,,11.9
12452,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",FX,27.0,4.1,7.266,,11.366
12453,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",FX,11.0,4.1,7.4,,11.5
12454,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",UB,23.0,2.2,8.166,,10.366
12455,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",UB,15.0,2.2,7.366,,9.566
12456,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",VT,9.0,3.6,8.9,,12.5
12457,KAITLYN LIM,w,SGP,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",VT1,20.0,3.6,8.733,,12.333
12458,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",BB,22.0,5.5,6.033,,11.533
12459,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",BB,8.0,5.6,6.833,,12.433
12460,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,final,"hangzhou, china",FX,3.0,5.0,7.8,,12.8
12461,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",FX,7.0,5.0,8.033,,13.033
12462,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",FX,5.0,5.0,7.933,,12.933
12463,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",UB,25.0,5.1,5.1,,10.2
12464,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",UB,8.0,4.8,6.3,,11.1
12465,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,aafinal,"hangzhou, china",VT,8.0,4.2,8.5,,12.7
12466,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",VT1,14.0,4.2,8.566,0.1,12.666
12467,SUMIN LIM,w,KOR,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",VT2,14.0,3.4,8.6,,12.0
12468,ANA LUIZA LIMA,w,BRA,2023-06-08,2023 osijek world challenge cup,qual,"osijek, croatia",BB,22.0,5.1,5.7,,10.8
12469,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamfinal,"medellin, colombia",BB,,5.0,6.467,,11.467
12470,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",BB,,5.3,6.833,,12.133
12471,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",FX,,5.3,6.767,0.1,11.967
12472,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamfinal,"medellin, colombia",UB,,4.9,7.267,,12.167
12473,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",UB,,4.9,7.367,,12.267
12474,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamfinal,"medellin, colombia",VT,,4.2,8.333,0.1,12.433
12475,ANDREZA HELOISA LIMA DE LIMA,w,BRA,2023-05-26,2023 artistic gymnastics senior pan american championships,teamqual,"medellin, colombia",VT,,4.2,8.2,0.3,12.1
12536,YI LIN LIN,w,TPE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",BB,15.0,5.3,6.566,,11.866
12537,YI LIN LIN,w,TPE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",FX,34.0,4.2,7.033,0.1,11.133
12538,YI LIN LIN,w,TPE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",UB,24.0,4.1,7.433,,11.533
12539,YI LIN LIN,w,TPE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",VT1,20.0,4.2,8.566,,12.766000000000002
12540,YI LIN LIN,w,TPE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",VT1,12.0,4.2,8.566,,12.766000000000002
12541,YI LIN LIN,w,TPE,2023-08-01,2023 fisu world university games,qual,"chengdu, china",VT2,12.0,3.4,8.566,,11.966
12542,YI CHEN LIN,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",BB,135.0,4.6,6.333,,10.933
12543,YI CHEN LIN,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",FX,148.0,4.3,5.9,,10.2
12544,YI CHEN LIN,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",UB,151.0,3.7,5.4,,9.1
12545,YI CHEN LIN,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,148.0,3.2,8.533,,11.733
12546,YI CHEN LIN,w,TPE,2023-09-30,2023 52nd fig artistic gymnastics world championships,qual,"antwerp, belgium",VT1,33.0,3.2,8.533,,11.733
12547,YI CHEN LIN,w,TPE,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",BB,20.0,4.8,6.8,,11.6
12548,YI CHEN LIN,w,TPE,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",FX,23.0,4.6,7.2,,11.8
12549,YI CHEN LIN,w,TPE,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",UB,18.0,4.0,7.433,,11.433
12550,YI CHEN LIN,w,TPE,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",VT1,15.0,4.2,8.466,,12.666
12551,YI CHEN LIN,w,TPE,2023-09-24,hangzhou 2022 19th asian games,qual,"hangzhou, china",VT2,15.0,3.4,8.533,,11.933
12552,YI CHEN LIN,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,FX,31.0,4.2,7.433,,11.633
12553,YI CHEN LIN,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,UB,21.0,4.2,7.366,,11.566
12554,YI CHEN LIN,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,VT1,12.0,4.2,8.233,,12.433
12555,YI CHEN LIN,w,TPE,,2023 10th senior artistic gymnastics asian championships,qual,singapore,VT2,12.0,3.4,8.633,,12.033
12556,KALIYA LINCOLN,w,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",BB,10.0,5.3,7.75,0.1,12.95
12557,KALIYA LINCOLN,w,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",FX,2.0,5.9,8.1,,14.0
12558,KALIYA LINCOLN,w,USA,2023-08-04,2023 core hydration classic,aafinal,"hoffman estates, illinois",VT,,5.0,9.15,,14.15
12559,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",BB,,5.5,7.85,0.1,13.25
12560,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",BB,,5.4,7.65,0.1,12.95
12561,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",FX,,6.1,8.25,,14.35
12562,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",FX,,6.1,8.05,0.1,14.05
12563,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",UB,,5.3,7.5,0.5,12.3
12564,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",UB,,5.0,5.9,1.0,9.9
12565,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,qual,"san jose, ca",VT,,5.0,9.1,,14.1
12566,KALIYA LINCOLN,w,USA,2023-08-26,2023 u.s. championships,final,"san jose, ca",VT,,5.0,8.9,,13.9
12567,KALIYA LINCOLN,w,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",BB,22.0,5.3,5.8,0.1,11.0
12568,KALIYA LINCOLN,w,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",FX,1.0,5.3,8.3,,13.6
12569,KALIYA LINCOLN,w,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",UB,10.0,5.3,7.65,,12.95
12570,KALIYA LINCOLN,w,USA,2023-02-24,2023 winter cup,aafinal,"louisville, kentucky",VT,,4.2,9.3,,13.5
12571,KALIYA LINCOLN,w,USA,2023-10-21,santiago 2023 xix pan american games,final,"santiago, chile",BB,6.0,5.4,7.766,,13.166
12572,KALIYA LINCOLN,w,USA,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",BB,4.0,5.5,7.733,,13.233
12573,KALIYA LINCOLN,w,USA,2023-10-21,santiago 2023 xix pan american games,final,"santiago, chile",FX,1.0,6.1,8.133,,14.233
12574,KALIYA LINCOLN,w,USA,2023-10-21,santiago 2023 xix pan american games,qual,"santiago, chile",FX,1.0,6.1,8.0,0.3,13.8
12577,DIXIE LINDSAY,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",BB,50.0,3.6,6.25,0.0,9.85
12578,DIXIE LINDSAY,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",FX,29.0,4.3,7.35,0.0,11.65
12579,DIXIE LINDSAY,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",UB,33.0,3.1,7.65,0.0,10.75
12580,DIXIE LINDSAY,w,GBR,2022-03-24,2022 british gymnastics championships,qual,"liverpool, england",VT1,38.0,3.6,8.75,0.0,12.35
12586,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,qual,"doha, qatar",BB,10.0,5.0,5.966,,10.966
12587,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,final,"doha, qatar",UB,1.0,6.2,8.366,,14.566
12588,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,qual,"doha, qatar",UB,1.0,6.4,8.3,,14.7
12589,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,final,"doha, qatar",VT1,3.0,5.0,8.833,,13.833
12590,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,qual,"doha, qatar",VT1,1.0,5.0,8.866,,13.866
12591,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,qual,"doha, qatar",VT2,1.0,4.2,8.866,,13.066
12592,VIKTORIA LISTUNOVA,w,RUS,2022-03-02,2022 doha world cup,final,"doha, qatar",VT2,3.0,4.2,8.533,0.3,12.433
12593,LAUREN LITTLE,w,USA,,2022 u.s. classic,aafinal,"west valley city, utah",BB,7.0,4.9,7.25,,12.15
12594,LAUREN LITTLE,w,USA,,2022 u.s. classic,aafinal,"west valley city, utah",FX,10.0,4.8,6.6,,11.4
12595,LAUREN LITTLE,w,USA,,2022 u.s. classic,aafinal,"west valley city, utah",UB,5.0,5.4,7.8,,13.2
12596,LAUREN LITTLE,w,USA,,2022 u.s. classic,aafinal,"west valley city, utah",VT,,4.2,8.6,,12.8
12597,LAUREN LITTLE,w,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",BB,14.0,5.0,7.4,,12.4
12598,LAUREN LITTLE,w,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",UB,3.0,5.5,7.95,,13.45
12599,LAUREN LITTLE,w,USA,2022-02-25,2022 winter cup,aafinal,"frisco, texas",VT,,4.2,8.65,,12.85
12661,MAIA LLACER,w,ESP,,2022 paris world challenge cup,qual,"paris, france",BB,39.0,4.5,4.85,,9.35
12662,MAIA LLACER,w,ESP,,2022 paris world challenge cup,qual,"paris, france",UB,32.0,4.5,5.0,,9.5
12663,MAIA LLACER,w,ESP,2023-05-25,2023 varna world challenge cup,final,"varna, bulgaria",UB,5.0,5.4,7.2,0.0,12.6
12664,MAIA LLACER,w,ESP,2022-10-29,2022 51st fig artistic gymnastics world championships,qual,"liverpool, england",FX,98.0,4.3,7.7,,12.0
